name,ISIN,symbol,market,trading currency
GENERIX GROUP,FR0010501692,GENX,Euronext Paris,EUR
GENEURO,CH0308403085,GNRO,Euronext Paris,EUR
GENFIT,FR0004163111,GNFT,Euronext Paris,EUR
GENK LOGIST. CERT,BE0003740546,GENK,Euronext Brussels,EUR
GENOMIC VISION,FR0011799907,GV,Euronext Paris,EUR
GENOWAY,FR0004053510,ALGEN,Euronext Growth Paris,EUR
GENSIGHT BIOLOGICS,FR0013183985,SIGHT,Euronext Paris,EUR
GENTIAN DIAGNOSTIC,NO0010748866,GENT,Oslo Børs,NOK
GENTLEMENS EQUITY,PTGVE1AE0009,MLGEQ,Euronext Access Paris,EUR
GEOJUNXION,NL0000430106,GOJXN,Euronext Amsterdam,EUR
GEP BSA 2020,FR0013483047,GEPBS,Euronext Growth Paris,EUR
GETLINK SE,FR0010533075,GET,Euronext Paris,EUR
GEVELOT,FR0000033888,ALGEV,Euronext Growth Paris,EUR
GIGANTE SALMON,NO0011013765,GIGA,Euronext Growth Oslo,NOK
GIMV,BE0003699130,GIMB,Euronext Brussels,EUR
GJENSIDIGE FORSIKR,NO0010582521,GJF,Oslo Børs,NOK
GL EVENTS,FR0000066672,GLO,Euronext Paris,EUR
GLANBIA PLC,IE0000669501,GL9,Euronext Dublin,EUR
GLENVEAGH PROP.PLC,IE00BD6JX574,GVR,Euronext Dublin,EUR
GLINTT,PTPAD0AM0007,GLINT,Euronext Lisbon,EUR
GLOBAL BIOENERGIES,FR0011052257,ALGBE,Euronext Growth Paris,EUR
GLOBAL PIELAGO,ES0105537007,MLNDG,Euronext Access Paris,EUR
GNP ENERGY,NO0010886013,GNP,Euronext Growth Oslo,NOK
GOLD BY GOLD,FR0011208693,ALGLD,Euronext Growth Paris,EUR
GOLDEN ENERGY OFF,NO0010813843,GEOS,Euronext Growth Oslo,NOK
GOLDEN OCEAN GROUP,BMG396372051,GOGL,Oslo Børs,NOK
GOODTECH,NO0004913609,GOD,Oslo Børs,NOK
GOSSON KESSALES,BE0011395465,-,Euronext Expert Market,EUR
GOUR MEDICAL,FR0013371507,MLGML,Euronext Access Paris,EUR
GP BHND SHA,LU2434421173,BHND,Euronext Amsterdam,EUR
GPE GROUP PIZZORNO,FR0010214064,GPE,Euronext Paris,EUR
GPE PAROT (AUTO),FR0013204070,ALPAR,Euronext Growth Paris,EUR
GRAINES VOLTZ,FR0000065971,GRVO,Euronext Paris,EUR
GRAM CAR CARRIERS,NO0011109563,GCC,Euronext Growth Oslo,NOK
GREAT WESTERN MIN.,IE00B1FR8863,8GW,Euronext Growth Dublin,EUR
GRECEMAR,FR0013406881,MLCMG,Euronext Access Paris,EUR
GREEN MINERALS,NO0010907744,GEM,Euronext Growth Oslo,NOK
GREENCOAT REN.,IE00BF2NR112,GRP,Euronext Growth Dublin,EUR
GREENVOLT,PTGNV0AM0001,GVOLT,Euronext Lisbon,EUR
GREENYARD,BE0003765790,GREEN,Euronext Brussels,EUR
GRIEG SEAFOOD,NO0010365521,GSF,Oslo Børs,NOK
GROLLEAU,FR0014005ZM5,ALGRO,Euronext Growth Paris,EUR
GRONG SPAREBANK,NO0010636491,GRONG,Euronext Growth Oslo,NOK
GROTTES DE HAN/s/L,BE0057677594,-,Euronext Expert Market,EUR
GROUP SFIT,FR00140066X4,MLSFI,Euronext Access Paris,EUR
GROUPE BERKEM,FR00140069V2,ALKEM,Euronext Growth Paris,EUR
GROUPE CARNIVOR,FR0000076960,MLGRC,Euronext Access Paris,EUR
GROUPE CASOL,FR0014003RM7,MLCAS,Euronext Access Paris,EUR
GROUPE CRIT,FR0000036675,CEN,Euronext Paris,EUR
GROUPE FLO,FR0014004X25,FLO,Euronext Paris,EUR
GROUPE GORGE,FR0000062671,GOE,Euronext Paris,EUR
GROUPE GUILLIN,FR0012819381,ALGIL,Euronext Growth Paris,EUR
GROUPE IRD,FR0000124232,IRD,Euronext Paris,EUR
GROUPE JAJ,FR0004010338,GJAJ,Euronext Paris,EUR
GROUPE JOSI,BE0011606630,-,Euronext Expert Market,EUR
GROUPE LDLC,FR0000075442,ALLDL,Euronext Growth Paris,EUR
GROUPE OPEN,FR0004050300,OPN,Euronext Paris,EUR
GROUPE PARTOUCHE,FR0012612646,PARP,Euronext Paris,EUR
GROUPE PLUS-VALUES,FR0010529719,MLPVG,Euronext Access Paris,EUR
GROUPE SFPI,FR0004155000,SFPI,Euronext Paris,EUR
GROUPE TERA,FR0013429404,ALGTR,Euronext Growth Paris,EUR
GROUPIMO,FR0014000RP6,ALIMO,Euronext Growth Paris,EUR
GROWNERS,BE0003861789,-,Euronext Expert Market,EUR
GT BIOPHARMA INC,US36254L2097,GTBP,Euronext Paris,EUR
GTT,FR0011726835,GTT,Euronext Paris,EUR
GUANDAO PUER INVES,LU1840650458,MLGDI,Euronext Access Paris,EUR
GUERBET,FR0000032526,GBT,Euronext Paris,EUR
GUILLEMOT,FR0000066722,GUI,Euronext Paris,EUR
GYLDENDAL,NO0004288200,GYL,Oslo Børs,NOK
H2O INNOVATION INC,CA4433003064,ALHEO,Euronext Growth Paris,EUR
HAFNIA LIMITED,BMG4233B1090,HAFNI,Oslo Børs,NOK
HAL TRUST,BMG455841020,HAL,Euronext Amsterdam,EUR
HAMILTON GLOBAL OP,GB00BMDXQ672,ALHGO,Euronext Growth Paris,EUR
HAMMERSON PLC,GB00BK7YQK64,HMSO,Euronext Dublin,GBP
HAMON,BE0974352842,HAMO,Euronext Brussels,EUR
HARMONYCHAIN,NO0010921299,HMONY,Euronext Growth Oslo,NOK
HAULOTTE GROUP,FR0000066755,PIG,Euronext Paris,EUR
HAV GROUP,NO0010931918,HAV,Euronext Growth Oslo,NOK
HAVILA KYSTRUTEN,NO0011045429,HKY,Euronext Growth Oslo,NOK
HAVILA SHIPPING,NO0010257728,HAVI,Oslo Børs,NOK
HAVYARD GROUP,NO0010708605,HYARD,Oslo Børs,NOK
HDF,FR0014003VY4,HDF,Euronext Paris,EUR
HEALTH,FR0013251584,MLAHC,Euronext Access Paris,EUR
HEALTHBEACON SHA,IE00014QAJZ5,HBCN,Euronext Growth Dublin,EUR
HEALTHCARE ACTIVOS,ES0105498002,MLHAY,Euronext Access Paris,EUR
HEDOSOPHIA ORD SHA,KYG4406A1022,HEGA,Euronext Amsterdam,EUR
HEDOSOPHIA UNITS,KYG4406A1287,HEGAU,Euronext Amsterdam,EUR
HEDOSOPHIA WARRANT,KYG4406A1105,HEGAW,Euronext Amsterdam,EUR
HEIJMANS,NL0009269109,HEIJM,Euronext Amsterdam,EUR
HEINEKEN,NL0000009165,HEIA,Euronext Amsterdam,EUR
HEINEKEN HOLDING,NL0000008977,HEIO,Euronext Amsterdam,EUR
HERIGE,FR0000066540,ALHRG,Euronext Growth Paris,EUR
HERMES INTL,FR0000052292,RMS,Euronext Paris,EUR
HEXAGON COMPOSITES,NO0003067902,HEX,Oslo Børs,NOK
HEXAGON PURUS,NO0010904923,HPUR,Euronext Growth Oslo,NOK
HEXAOM,FR0004159473,HEXA,Euronext Paris,EUR
HF COMPANY,FR0000038531,ALHF,Euronext Growth Paris,EUR
HIBERNIA REIT PLC,IE00BGHQ1986,HBRN,Euronext Dublin,EUR
HIGH CO,FR0000054231,HCO,Euronext Paris,EUR
HIMALAYA SHIPPING,BMG4660A1036,HSHIP,Euronext Growth Oslo,NOK
HIOLLE INDUSTRIES,FR0000077562,ALHIO,Euronext Growth Paris,EUR
HIPAY GROUP,FR0012821916,ALHYP,Euronext Growth Paris,EUR
HITECHPROS,FR0010396309,ALHIT,Euronext Growth Paris,EUR
HK,DE000A11Q133,MLHK,Euronext Access Paris,EUR
HOCHE BAINS L.BAIN,FR0000051302,MLHBB,Euronext Access Paris,EUR
HÖEGH AUTOLINERS,NO0011082075,HAUTO,Euronext Growth Oslo,NOK
HOFFMANN,FR0013451044,ALHGR,Euronext Growth Paris,EUR
HOFSETH BIOCARE,NO0010598683,HBC,Oslo Børs,NOK
Holcim Ltd,CH0012214059,HOLN,Euronext Paris,EUR
HOLLAND COLOURS,NL0000440311,HOLCO,Euronext Amsterdam,EUR
HOME CONCEPT,FR0012336691,MLHCF,Euronext Access Paris,EUR
HOME INVEST BE.,BE0003760742,HOMI,Euronext Brussels,EUR
HOPENING,FR0010312181,MLHPE,Euronext Access Paris,EUR
HOPIUM,FR0014000U63,ALHPI,Euronext Growth Paris,EUR
HOPSCOTCH GROUPE,FR0000065278,HOP,Euronext Paris,EUR
HORISONT ENERGI,NO0010917339,HRGI,Euronext Growth Oslo,NOK
HOSTELWORLD GROUP,GB00BYYN4225,HSW,Euronext Dublin,EUR
HOT.MAJESTIC CANNE,FR0006226791,MLHMC,Euronext Access Paris,EUR
HOTELIM,FR0000053738,MLHOT,Euronext Access Paris,EUR
HOTELS DE PARIS,FR0004165801,HDP,Euronext Paris,EUR
HOTL.IMMOB.NICE,FR0006563904,MLHIN,Euronext Access Paris,EUR
HOUSE OF CONTROL,NO0010781818,HOC,Euronext Growth Oslo,NOK
HUDDLESTOCK FINTEC,NO0010859648,HUDL,Euronext Growth Oslo,NOK
HUDDLY,NO0010776990,HDLY,Euronext Growth Oslo,NOK
HUNTER DOUGLAS,ANN4327C1220,HDG,Euronext Amsterdam,EUR
HUNTER DOUGLAS,ANN4327C1303,HUNDP,Euronext Amsterdam,EUR
HUNTER GROUP,NO0010283211,HUNT,Euronext Expand Oslo,NOK
HYBRID SOFTWARE GR,GB00BYN5BY03,HYSG,Euronext Brussels,EUR
HYBRIGENICS,FR0004153930,ALHYG,Euronext Growth Paris,EUR
HYDRATEC,NL0009391242,HYDRA,Euronext Amsterdam,EUR
HYDRAULIQUE PB,FR0000064735,MLHYD,Euronext Access Paris,EUR
HYDRO-EXPLOIT.,FR0005843125,MLHYE,Euronext Access Paris,EUR
HYDROGEN REFUELING,FR0014001PM5,ALHRS,Euronext Growth Paris,EUR
HYDROGENPRO,NO0010892359,HYPRO,Euronext Growth Oslo,NOK
HYLORIS,BE0974363955,HYL,Euronext Brussels,EUR
HYNION,NO0010920945,HYN,Euronext Growth Oslo,NOK
HØLAND OG SETSKOG,NO0010012636,HSPG,Oslo Børs,NOK
I.CERAM,FR0014005IU4,ALICR,Euronext Growth Paris,EUR
I2PO SHARES,FR0014004J15,I2PO,Euronext Paris,EUR
I2PO WARRANTS,FR0014004JF6,I2POW,Euronext Paris,EUR
I2S,FR0005854700,ALI2S,Euronext Growth Paris,EUR
IANTE INVESTMENTS,ES0105479002,MLINT,Euronext Access Paris,EUR
IBA,BE0003766806,IBAB,Euronext Brussels,EUR
IBERSOL,,,,
IBM,US4592001014,IBMA,Traded not listed Brussels,USD
ICADE,FR0000035081,ICAD,Euronext Paris,EUR
ICE FISH FARM,NO0010884794,IFISH,Euronext Growth Oslo,NOK
ICE GROUP,NO0010734742,ICEGR,Euronext Expand Oslo,NOK
ICELANDIC SALMON,NO0010724701,ISLAX,Euronext Growth Oslo,NOK
ID LOGISTICS GROUP,FR0010929125,IDL,Euronext Paris,EUR
IDEX BIOMETRICS,NO0003070609,IDEX,Oslo Børs,NOK
IDI,FR0000051393,IDIP,Euronext Paris,EUR
IDS,FR0000079691,MLIDS,Euronext Access Paris,EUR
IDSUD,FR0000062184,ALIDS,Euronext Growth Paris,EUR
IEP INVEST,BE0003748622,IEP,Euronext Brussels,EUR
IEX GROUP NV,NL0010556726,IEX,Euronext Amsterdam,EUR
IGE + XAO,FR0000030827,IGE,Euronext Paris,EUR
IGIS NEPTUNE,ES0105551008,MLABC,Euronext Access Paris,EUR
IKONISYS,FR00140048X2,ALIKO,Euronext Growth Paris,EUR
ILBE,IT0005380602,ALIE,Euronext Growth Paris,EUR
IMALLIANCE,FR0010086371,MLIML,Euronext Access Paris,EUR
IMBAKIN HOLDING,BE6264882406,-,Euronext Expert Market,EUR
IMCD,NL0010801007,IMCD,Euronext Amsterdam,EUR
IMERYS,FR0000120859,NK,Euronext Paris,EUR
IMM.PARIS.PERLE,FR0006859039,MLIPP,Euronext Access Paris,EUR
IMMAGRIFOR,BE0020932779,-,Euronext Expert Market,EUR
IMMERSION,FR0013060100,ALIMR,Euronext Growth Paris,EUR
IMMO FOND'ROY,BE0011253011,-,Euronext Expert Market,EUR
IMMO FOND'ROY -5e,BE0011254027,-,Euronext Expert Market,EUR
IMMO MCC,BE0974287196,MCC,Euronext Brussels,EUR
IMMO MOURY,BE0003893139,IMMOU,Euronext Brussels,EUR
IMMOB.DASSAULT,FR0000033243,IMDA,Euronext Paris,EUR
IMMOBEL,BE0003599108,IMMO,Euronext Brussels,EUR
IMMOPOOL,BE0003866838,IMMOP,Euronext Expert Market,EUR
IMOB.C GRAO PARA,PTGPA0AP0007,GPA,Euronext Lisbon,EUR
IMPLANET,FR0013470168,ALIMP,Euronext Growth Paris,EUR
IMPRESA,,,,
IMPRIMERIE CHIRAT,FR0000065773,MLIMP,Euronext Access Paris,EUR
IMPULSE FITNESS,ES0105590006,MLIFS,Euronext Access Paris,EUR
INAPA-INV.P.GESTAO,PTINA0AP0008,INA,Euronext Lisbon,EUR
INCLUSIO SA/NV,BE0974374069,INCLU,Euronext Brussels,EUR
INDLE FIN.ENTREPR.,FR0000066219,INFE,Euronext Paris,EUR
INDUCT,NO0010536048,INDCT,Euronext Growth Oslo,NOK
INFOCLIP,FR0011158823,MLIFC,Euronext Access Paris,EUR
INFOTEL,FR0000071797,INF,Euronext Paris,EUR
INFRABEL,BE6265912038,-,Euronext Expert Market,EUR
ING GROEP N.V.,NL0011821202,INGA,Euronext Amsterdam,
INMARK,ES0105511002,MLINM,Euronext Access Paris,EUR
INMOSUPA,ES0105473005,MLISP,Euronext Access Paris,EUR
INNATE PHARMA,FR0010331421,IPH,Euronext Paris,EUR
INNELEC MULTIMEDIA,FR0000064297,ALINN,Euronext Growth Paris,EUR
INNOVADERMA PLC,GB00BT9PTW34,MLIDP,Euronext Access Paris,EUR
INNOVATIVE RFK SPA,IT0005391161,MLIRF,Euronext Access Paris,EUR
INPOST,LU2290522684,INPST,Euronext Amsterdam,EUR
INSR INSURANCE GP,NO0010593544,INSR,Oslo Børs,NOK
INSTABANK,NO0010762792,INSTA,Euronext Growth Oslo,NOK
INSTALLUX,FR0000060451,ALLUX,Euronext Growth Paris,EUR
INTEGRAGEN,FR0010908723,ALINT,Euronext Growth Paris,EUR
INTEGRATED WIND SO,NO0010955883,IWS,Euronext Growth Oslo,NOK
INTEGRITAS VIAGER,FR0014003FN0,MLVIE,Euronext Access Paris,EUR
INTEL CORP,US4581401001,INCO,Traded not listed Brussels,USD
INTEROIL EXPL PROD,NO0010284318,IOX,Oslo Børs,NOK
INTERPARFUMS,FR0004024222,ITP,Euronext Paris,EUR
INTERTRUST,NL0010937058,INTER,Euronext Amsterdam,EUR
INTERVEST OFF-WARE,BE0003746600,INTO,Euronext Brussels,EUR
INTEXA,FR0000064958,ITXT,Euronext Paris,EUR
INTRASENSE,FR0011179886,ALINS,Euronext Growth Paris,EUR
INVENTIVA,FR0013233012,IVA,Euronext Paris,EUR
INVIBES ADVERTSING,BE0974299316,ALINV,Euronext Growth Paris,EUR
IOC HOLDING,BE6200101556,MLIOC,Euronext Access Paris,EUR
IPOSA PROPERTIES,ES0105417002,MLIPO,Euronext Access Paris,EUR
IPSEN,FR0010259150,IPN,Euronext Paris,EUR
IPSOS,FR0000073298,IPS,Euronext Paris,EUR
IPSOS NV22,FR00140078W1,IPSNV,Euronext Paris,EUR
IRISH CONT. GP.,IE00BLP58571,IR5B,Euronext Dublin,EUR
IRISH RES. PROP.,IE00BJ34P519,IRES,Euronext Dublin,EUR
ISPD,ES0109429037,ALISP,Euronext Growth Paris,EUR
IT LINK,FR0000072597,ALITL,Euronext Growth Paris,EUR
ITALY INNOVAZIONI,IT0005336521,MLITN,Euronext Access Paris,EUR
ITERA,NO0010001118,ITERA,Oslo Børs,NOK
ITESOFT,FR0004026151,ITE,Euronext Paris,EUR
J.MARTINS,,,,
JACQUES BOGART,FR0012872141,JBOG,Euronext Paris,EUR
JACQUET METALS,FR0000033904,JCQ,Euronext Paris,EUR
JC DECAUX SA.,FR0000077919,DEC,Euronext Paris,EUR
JDE PEET'S,NL0014332678,JDEP,Euronext Amsterdam,EUR
JENSEN-GROUP,BE0003858751,JEN,Euronext Brussels,EUR
JINHUI SHIPP TRANS,BMG5137R1088,JIN,Oslo Børs,NOK
JSA TECHNOLOGY,FR0010680033,MLJSA,Euronext Access Paris,EUR
JUST EAT TAKEAWAY,NL0012015705,TKWY,Euronext Amsterdam,EUR
JÆREN SPAREBANK,NO0010359433,JAREN,Oslo Børs,NOK
KABELWERK EUPEN,BE0049482129,-,Euronext Expert Market,EUR
KAHOOT!,NO0010823131,KAHOT,Oslo Børs,NOK
KALERA,NO0010874597,KAL,Euronext Growth Oslo,NOK
KALRAY,FR0010722819,ALKAL,Euronext Growth Paris,EUR
KAUFMAN ET BROAD,FR0004007813,KOF,Euronext Paris,EUR
KBC,BE0003565737,KBC,Euronext Brussels,EUR
KBC ANCORA,BE0003867844,KBCA,Euronext Brussels,EUR
KBL EPB - ORD,LU0092281103,-,Euronext Expert Market,EUR
KBL EPB - PRIV,LU0092281442,-,Euronext Expert Market,EUR
KENDRION,NL0000852531,KENDR,Euronext Amsterdam,EUR
KENMARE RESOURCES,IE00BDC5DG00,KMR,Euronext Dublin,EUR
KERING,FR0000121485,KER,Euronext Paris,EUR
KERLINK,FR0013156007,ALKLK,Euronext Growth Paris,EUR
KERRY GROUP PLC,IE0004906560,KRZ,Euronext Dublin,EUR
KEYRUS,FR0004029411,ALKEY,Euronext Growth Paris,EUR
KEYWARE TECH.,BE0003880979,KEYW,Euronext Brussels,EUR
KID,NO0010743545,KID,Oslo Børs,NOK
KINEPOLIS GROUP,BE0974274061,KIN,Euronext Brussels,EUR
KINGSPAN GROUP PLC,IE0004927939,KRX,Euronext Dublin,EUR
KITRON,NO0003079709,KIT,Oslo Børs,NOK
KKO INTERNATIONAL,FR0013374667,ALKKO,Euronext Growth Paris,EUR
KLARSEN,FR0011038348,ALKLA,Euronext Growth Paris,EUR
KLAVENESS COMBINAT,NO0010833262,KCC,Oslo Børs,NOK
KLEPIERRE,FR0000121964,LI,Euronext Paris,EUR
KLIMVEST,GB00B19RTX44,ALSIM,Euronext Growth Paris,EUR
KLM,NL0000009645,-,Euronext Expert Market,EUR
KMC PROPERTIES,NO0010360175,KMCP,Oslo Børs,NOK
KOMPLETT,NO0011016040,KOMPL,Oslo Børs,NOK
KOMPLETT BANK,NO0010694029,KOMP,Oslo Børs,NOK
KOMPUESTOS,ES0105425005,ALKOM,Euronext Growth Paris,EUR
KONGSBERG AUTOMOT,NO0003033102,KOA,Oslo Børs,NOK
KONGSBERG GRUPPEN,NO0003043309,KOG,Oslo Børs,NOK
KORIAN,FR0010386334,KORI,Euronext Paris,EUR
KPN KON,NL0000009082,KPN,Euronext Amsterdam,EUR
KRAFT BANK,NO0010815103,KRAB,Euronext Growth Oslo,NOK
KTESIOS REAL ESTAT,ES0105536009,MLKTS,Euronext Access Lisbon,EUR
KUMULUS VAPE,FR0013419876,ALVAP,Euronext Growth Paris,EUR
KUMULUSBSA2020,FR0014001KF0,VAPBS,Euronext Growth Paris,EUR
KYOTO GROUP,NO0010936750,KYOTO,Euronext Growth Oslo,NOK
L''OREAL,FR0000120321,OR,Euronext Paris,EUR
LA PERLA FASHION,NL0012191662,ALPER,Euronext Growth Paris,EUR
LACROIX GROUP,FR0000066607,LACR,Euronext Paris,EUR
LAGARDERE SA,FR0000130213,MMB,Euronext Paris,EUR
LANSON-BCC,FR0004027068,ALLAN,Euronext Growth Paris,EUR
LARGO,FR0013308582,ALLGO,Euronext Growth Paris,EUR
LATECOERE,FR0000032278,LAT,Euronext Paris,EUR
LAURENT-PERRIER,FR0006864484,LPE,Euronext Paris,EUR
LAVIDE HOLDING,NL0010545679,LVIDE,Euronext Amsterdam,EUR
LDC,FR0013204336,LOUP,Euronext Paris,EUR
LE TANNEUR,FR0000075673,ALTAN,Euronext Growth Paris,EUR
LEBON,FR0000121295,LBON,Euronext Paris,EUR
LECTRA,FR0000065484,LSS,Euronext Paris,EUR
LECTRA NV22,FR00140078U5,LSSNV,Euronext Paris,EUR
LEGRAND,FR0010307819,LR,Euronext Paris,EUR
LERØY SEAFOOD GP,NO0003096208,LSG,Oslo Børs,NOK
LES AGENCES DE PAP,FR0014003I41,MLPAP,Euronext Access Paris,EUR
LES HOTELS BAVEREZ,FR0007080254,ALLHB,Euronext Growth Paris,EUR
LESTQBLANC202212BS,FR0013483401,TBMBT,Euronext Growth Paris,EUR
LEXIBOOK LINGUIST.,FR0000033599,ALLEX,Euronext Growth Paris,EUR
LIFECARE,NO0010591191,LIFE,Euronext Growth Oslo,NOK
LINEDATA SERVICES,FR0004156297,LIN,Euronext Paris,EUR
LINK MOBILITY GRP,NO0010894231,LINK,Oslo Børs,NOK
LISGRAFICA,PTLIG0AE0002,LIG,Euronext Lisbon,EUR
LISI,FR0000050353,FII,Euronext Paris,EUR
LITHO FORMAS,PTLIT0AE0005,LIT,Euronext Access Lisbon,EUR
LLEIDA,ES0105089009,ALLLN,Euronext Growth Paris,EUR
LNA SANTE,FR0004170017,LNA,Euronext Paris,EUR
LOCASYSTEM INTL,FR0004155208,MLLOI,Euronext Access Paris,EUR
LOGIC INSTRUMENT,FR0000044943,ALLOG,Euronext Growth Paris,EUR
LOGIS CONFORT,ES0105333001,MLLOG,Euronext Access Paris,EUR
LOMBARD ET MEDOT,FR0006205019,MLCAC,Euronext Access Paris,EUR
LOTUS BAKERIES,BE0003604155,LOTB,Euronext Brussels,EUR
LUCASBOLS,NL0010998878,BOLS,Euronext Amsterdam,EUR
LUCIBEL,FR0011884378,ALUCI,Euronext Growth Paris,EUR
LUCIBEL BS,FR0013525953,LUCBS,Euronext Growth Paris,EUR
LUMI GRUPPEN,NO0010927288,LUMI,Euronext Growth Oslo,NOK
LUMIBIRD,FR0000038242,LBIRD,Euronext Paris,EUR
LV4S,BE6201089735,MLV4S,Euronext Access Paris,EUR
LVMH,FR0000121014,MC,Euronext Paris,EUR
LYSOGENE,FR0013233475,LYS,Euronext Paris,EUR
LYTIX BIOPHARMA,NO0010405780,LYTIX,Euronext Growth Oslo,NOK
M VEST WATER,NO0010976343,MVW,Euronext Growth Oslo,NOK
M.R.M,FR0000060196,MRM,Euronext Paris,EUR
M2I,FR0013270626,ALMII,Euronext Growth Paris,EUR
MAAT PHARMA,FR0012634822,MAAT,Euronext Paris,EUR
MADE,FR0010328302,MLMAD,Euronext Access Paris,EUR
MADVERTISE,FR0010812230,ALMNG,Euronext Growth Paris,EUR
MAGILLEM,FR0010827741,MLMGL,Euronext Access Paris,EUR
MAGNORA,NO0010187032,MGN,Oslo Børs,NOK
MAGSEIS FAIRFIELD,NO0010663669,MSEIS,Oslo Børs,NOK
MAIS.ANTOINE BAUD,FR0000061657,MLMAB,Euronext Access Paris,EUR
MAISON CLIO BLUE,FR0011092089,MLCLI,Euronext Access Paris,EUR
MAISONS DU MONDE,FR0013153541,MDM,Euronext Paris,EUR
MAJOREL GROUP LUX,LU2382956378,MAJ,Euronext Amsterdam,EUR
MAKHEIA GROUP,FR0000072993,ALMAK,Euronext Growth Paris,EUR
MAKING SCIENCE,ES0105463006,ALMKS,Euronext Growth Paris,EUR
MALIN CORP. PLC,IE00BVGC3741,MLC,Euronext Growth Dublin,EUR
MALTERIES FCO-BEL.,FR0000030074,MALT,Euronext Paris,EUR
MANITOU BF,FR0000038606,MTU,Euronext Paris,EUR
MANUTAN INTL,FR0000032302,MAN,Euronext Paris,EUR
MAQ ADMON. URBANAS,ES0105447009,MLMAQ,Euronext Access Paris,EUR
MARATHON OIL CORP,US5658491064,MROIL,Traded not listed Brussels,USD
MARE NOSTRUM,FR0013400835,ALMAR,Euronext Growth Paris,EUR
MAREL,IS0000000388,MAREL,Euronext Amsterdam,EUR
MAROC TELECOM,MA0000011488,IAM,Euronext Paris,EUR
MARTIFER,PTMFR0AM0003,MAR,Euronext Lisbon,EUR
MASTRAD,FR0004155687,ALMAS,Euronext Growth Paris,EUR
MASTRAD BS29,FR0013472446,MASBS,Euronext Growth Paris,EUR
MÅSØVAL,NO0010974983,MAS,Euronext Growth Oslo,NOK
MAUNA KEA TECH,FR0010609263,MKEA,Euronext Paris,EUR
MAURAGE,BE0011844108,-,Euronext Expert Market,EUR
MAUREL ET PROM,FR0000051070,MAU,Euronext Paris,EUR
MBWS,FR0000060873,MBWS,Euronext Paris,EUR
MBWS BSA 2022,FR0013404944,MBWBT,Euronext Paris,EUR
MBWS BSAR 2023,FR0013066313,MBWSZ,Euronext Paris,EUR
MBZ (Gen-Jce),BE0010342609,-,Euronext Expert Market,EUR
MCPHY ENERGY,FR0011742329,MCPHY,Euronext Paris,EUR
MDV,FR0014006PT9,MLMDV,Euronext Access Paris,EUR
MDXHEALTH,BE0003844611,MDXH,Euronext Brussels,EUR
MECHELEN,BE0101614551,-,Euronext Expert Market,EUR
MEDESIS PHARMA,FR0010844464,ALMDP,Euronext Growth Paris,EUR
MEDIA 6,FR0000064404,EDI,Euronext Paris,EUR
MEDIA CAPITAL,PTGMC0AM0003,MCP,Euronext Lisbon,EUR
